player_id,player_name,role,status,wikipedia_title,image_url,notes
3712,Pierre-Emerick Aubameyang,taker,download_failed,Pierre-Emerick Aubameyang,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/1_Pierre-Emerick_Aubameyang_%28cropped%29.jpg/500px-1_Pierre-Emerick_Aubameyang_%28cropped%29.jpg,Image URL found but download or processing failed
66716,Teboho Mokoena,taker,no_image,"Teboho Mokoena (soccer, born 1997)",,Page exists but has no infobox image
3277,Yohan Cabaye,taker,success,Yohan Cabaye,https://upload.wikimedia.org/wikipedia/commons/b/b2/Yohan_Cabaye.JPG,
32289,Victor Okoh Boniface,taker,success,Victor Boniface,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Boniface_Jr.jpg/500px-Boniface_Jr.jpg,
26848,Roberto Trashorras Gayoso,taker,success,Roberto Trashorras,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Roberto_Trashorras_Gayoso.jpg/500px-Roberto_Trashorras_Gayoso.jpg,
24070,Saúl Berjón Pérez,taker,success,Saúl Berjón,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Berjon.jpg/500px-Berjon.jpg,
3325,Marko Arnautović,taker,success,Marko Arnautović,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/20180610_FIFA_Friendly_Match_Austria_vs._Brazil_Marko_Arnautovi%C4%87_850_1633.jpg/500px-20180610_FIFA_Friendly_Match_Austria_vs._Brazil_Marko_Arnautovi%C4%87_850_1633.jpg,
3451,Alexandre Lacazette,taker,success,Alexandre Lacazette,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Lacazette_asse_ol_2425.png/500px-Lacazette_asse_ol_2425.png,
23486,Anthony Modeste,taker,success,Anthony Modeste (French footballer),https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/2021-08-08_FC_Carl_Zeiss_Jena_gegen_1._FC_K%C3%B6ln_%28DFB-Pokal%29_by_Sandro_Halank%E2%80%93288.jpg/500px-2021-08-08_FC_Carl_Zeiss_Jena_gegen_1._FC_K%C3%B6ln_%28DFB-Pokal%29_by_Sandro_Halank%E2%80%93288.jpg,
6832,Rubén Castro Martín,taker,success,Rubén Castro,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Ruben_Castro_2012.jpg/500px-Ruben_Castro_2012.jpg,
20252,Luca Toni,taker,success,Luca Toni,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/FC_Zenit_Saint_Petersburg_vs._Juventus%2C_20_October_2021_33_%28Luca_Toni%29.jpg/500px-FC_Zenit_Saint_Petersburg_vs._Juventus%2C_20_October_2021_33_%28Luca_Toni%29.jpg,
5204,Bruno Miguel Borges Fernandes,taker,success,Bruno Fernandes,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Bruno_Fernandes_USMNT_v_Portugal_Mar_31_2026-27_%28cropped%29.jpg/500px-Bruno_Fernandes_USMNT_v_Portugal_Mar_31_2026-27_%28cropped%29.jpg,
6766,Gerard Moreno Balaguero,taker,success,Gerard Moreno,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/UEFA_EURO_qualifiers_Sweden_vs_Spain_20191015_138_%28cropped%29.jpg/500px-UEFA_EURO_qualifiers_Sweden_vs_Spain_20191015_138_%28cropped%29.jpg,
3289,Romelu Lukaku Menama,taker,success,Romelu Lukaku,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Romelu_Lukaku_2021.jpg/500px-Romelu_Lukaku_2021.jpg,
32608,Jerry Uche Mbakogu,taker,success,Jerry Mbakogu,https://upload.wikimedia.org/wikipedia/commons/7/7b/Jerry_Mbakogu_2016.jpg,
3450,Jordan Ayew,taker,success,Jordan Ayew,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Jordan_Ayew_24082024_%282%29.jpg/500px-Jordan_Ayew_24082024_%282%29.jpg,
28263,Gonzalo Ariel Montiel,taker,success,Gonzalo Montiel,https://upload.wikimedia.org/wikipedia/commons/d/df/Argentina_national_football_team_-_2_-_2022_%28Gonzalo_Montiel%29_%28cropped%29.jpg,
5460,Andrej Kramarić,taker,success,Andrej Kramarić,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Andrej_Kramari%C4%87_2018.jpg/500px-Andrej_Kramari%C4%87_2018.jpg,
5549,Manuel Obafemi Akanji,taker,success,Manuel Akanji,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/2023-10-04_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_Manchester_City_FC_1DX_2792_%28Manuel_Akanji%29.jpg/500px-2023-10-04_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_Manchester_City_FC_1DX_2792_%28Manuel_Akanji%29.jpg,
5497,Gonzalo Gerardo Higuaín,taker,success,Gonzalo Higuaín,https://upload.wikimedia.org/wikipedia/commons/7/72/Gonzalo_Higua%C3%ADn_2019.jpg,
7000,Eder Citadin Martins,taker,success,"Éder (footballer, born 1986)",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Eder-Sao-Paulo-Juventude-jun-2022.jpg/500px-Eder-Sao-Paulo-Juventude-jun-2022.jpg,
5455,William Troost-Ekong,taker,success,William Troost-Ekong,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Argentina-Nigeria_%285%29.jpg/500px-Argentina-Nigeria_%285%29.jpg,
6566,Borja González Tomás,taker,success,Borja Bastón,https://upload.wikimedia.org/wikipedia/commons/d/df/SDE_-_GCF_DSC02690_%2823842721443%29_%28cropped%29.jpg,
6399,Gareth Frank Bale,taker,success,Gareth Bale,https://upload.wikimedia.org/wikipedia/commons/1/1e/2022_FIFA_World_Cup_United_States_1%E2%80%931_Wales_-_%2832%29_%28cropped%29.jpg,
5688,Carlos Arturo Bacca Ahumada,taker,success,Carlos Bacca,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/FWC_2018_-_Round_of_16_-_COL_v_ENG_-_Photo_125.jpg/500px-FWC_2018_-_Round_of_16_-_COL_v_ENG_-_Photo_125.jpg,
6402,Francisco Alcácer García,taker,success,Paco Alcácer,https://upload.wikimedia.org/wikipedia/commons/f/fa/Ukr-Spain2015_%2812%29_-_%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpg,
5537,Fabian Lukas Schär,taker,success,Fabian Schär,https://upload.wikimedia.org/wikipedia/commons/6/6d/Fabian_Sch%C3%A4r.jpg,
6686,Giampaolo Pazzini,taker,success,Giampaolo Pazzini,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Giampaolo_Pazzini_2022.jpg/500px-Giampaolo_Pazzini_2022.jpg,
6950,Alberto Paloschi,taker,success,Alberto Paloschi,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Alberto_Paloschi01.jpg/500px-Alberto_Paloschi01.jpg,
6381,Saúl Ñíguez Esclapez,taker,success,"Saúl (footballer, born 1994)",https://upload.wikimedia.org/wikipedia/commons/7/72/Sa%C3%BAl_%C3%91%C3%ADguez_2019.jpg,
2956,Bertrand Isidore Traoré,taker,success,Bertrand Traoré,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Capitain_du_bourkina_%28cropped%29.jpg/500px-Capitain_du_bourkina_%28cropped%29.jpg,
5544,Ricardo Iván Rodríguez Araya,taker,success,Ricardo Rodriguez (footballer),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Ricardo_Rodr%C3%ADguez_2018.jpg/500px-Ricardo_Rodr%C3%ADguez_2018.jpg,
4447,Martin Braithwaite Christensen,taker,success,Martin Braithwaite,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Martin_Braithwaite_Web_Summit_2021.jpg/500px-Martin_Braithwaite_Web_Summit_2021.jpg,
7788,Ciro Immobile,taker,success,Ciro Immobile,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Ciro_Immobile_20240803_%28cropped%29.jpg/500px-Ciro_Immobile_20240803_%28cropped%29.jpg,
7045,Valter Birsa,taker,success,Valter Birsa,https://upload.wikimedia.org/wikipedia/commons/5/51/Valter_Birsa_2009.jpg,
7702,Alessio Cerci,taker,success,Alessio Cerci,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/AlessioCerci_FInotti.jpg/500px-AlessioCerci_FInotti.jpg,
8193,Maximiliano Gastón López,taker,success,Maxi López,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Maxi_Lopez.jpg/500px-Maxi_Lopez.jpg,
8215,Kevin Volland,taker,success,Kevin Volland,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Kevin-Volland-August2018.jpg/500px-Kevin-Volland-August2018.jpg,
3874,Mark Noble,taker,success,Mark Noble,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Mark_Noble_2023.jpeg/500px-Mark_Noble_2023.jpeg,
8103,Mattia Destro,taker,success,Mattia Destro,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Mattia_Destro_-_AS_Roma_-_Ritiro_2014_%28Bad_Waltersdorf%29_-_Edited_%282%29.jpg/500px-Mattia_Destro_-_AS_Roma_-_Ritiro_2014_%28Bad_Waltersdorf%29_-_Edited_%282%29.jpg,
5201,Sergio Ramos García,taker,success,Sergio Ramos,https://upload.wikimedia.org/wikipedia/commons/4/4b/Sergio_Ramos_Interview_2021_%28cropped%29.jpg,
22819,Bruno Soriano Llido,taker,success,Bruno Soriano,https://upload.wikimedia.org/wikipedia/commons/7/7a/RS_-_VCF_DSC02045_%2823599469050%29_%28cropped%29.jpg,
23640,Jonathan David,taker,success,Jonathan David,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Jonathan_David_asse_losc_2425_%28cropped%29.jpg/500px-Jonathan_David_asse_losc_2425_%28cropped%29.jpg,
3477,Álvaro Borja Morata Martín,taker,success,Álvaro Morata,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/%C3%81lvaro_Morata_in_2025.jpg/500px-%C3%81lvaro_Morata_in_2025.jpg,
3531,Mohamed Salah,taker,success,Mohamed Salah,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Mohamed_Salah_2018.jpg/500px-Mohamed_Salah_2018.jpg,
20004,Paul Pogba,taker,success,Paul Pogba,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Paul_Pogba_at_the_2025_Cannes_Film_Festival_02.jpg/500px-Paul_Pogba_at_the_2025_Cannes_Film_Festival_02.jpg,
16308,Leandro Daniel Paredes,taker,success,Leandro Paredes,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Leandro_Paredes_2018_%28cropped%29.jpg/500px-Leandro_Paredes_2018_%28cropped%29.jpg,
19729,Ruud van Nistelrooy,taker,success,Ruud van Nistelrooy,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Ruud_van_Nistelrooy_2017.jpg/500px-Ruud_van_Nistelrooy_2017.jpg,
12365,Alphonso Davies,taker,success,Alphonso Davies,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Alphonso_Davies_in_2022.jpg/500px-Alphonso_Davies_in_2022.jpg,
3629,Sadio Mané,taker,success,Sadio Mané,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Sadio_Mane_Al-Nassr.jpg/500px-Sadio_Mane_Al-Nassr.jpg,
22084,Bukayo Saka,taker,success,Bukayo Saka,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/1_bukayo_saka_arsenal_2025_%28cropped%29.jpg/500px-1_bukayo_saka_arsenal_2025_%28cropped%29.jpg,
22600,Lucas Tolentino Coelho de Lima,taker,success,Lucas Paquetá,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Lucas_Paquet%C3%A1_of_West_Ham.jpeg/500px-Lucas_Paquet%C3%A1_of_West_Ham.jpeg,
26199,Diego Forlán Corazo,taker,success,Diego Forlán,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/U10_Diego_Forl%C3%A1n_7524.jpg/500px-U10_Diego_Forl%C3%A1n_7524.jpg,
29367,Percy Tau,taker,success,Percy Tau,https://upload.wikimedia.org/wikipedia/commons/f/f7/Percy_Tau_in_2019_%28cropped%29.jpg,
30401,Ruben Vargas,taker,no_image,Rubén Vargas,,Page exists but has no infobox image
3294,Juan Manuel Mata García,taker,success,Juan Mata,https://upload.wikimedia.org/wikipedia/commons/d/d0/Juan_Mata_2024.png,
3318,Marcus Rashford,taker,success,Marcus Rashford,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Marcus_Rashford_in_2023.jpg/500px-Marcus_Rashford_in_2023.jpg,
26226,José Javier Barkero Saludes,taker,success,José Barkero,https://upload.wikimedia.org/wikipedia/commons/3/3a/BarkeroLevante.jpg,
26780,Guilherme Magdalena Siqueira,taker,not_a_footballer,List of rivers by discharge,,Categories: Category:Articles with short description | Category:CS1 maint: DOI inactive as of April 2026 | Category:Lists of rivers | Category:Short description is different from Wikidata | Category:Webarchive te
3441,Nikola Vlašić,taker,success,Nikola Vlašić,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Nikola_Vla%C5%A1i%C4%87_%28CSKA_Moscow%2C_19.08.2019%29.jpg/500px-Nikola_Vla%C5%A1i%C4%87_%28CSKA_Moscow%2C_19.08.2019%29.jpg,
3345,Charlie Daniels,taker,not_a_footballer,Charlie Daniels,,Categories: Category:1936 births | Category:2020 deaths | Category:20th-century American fiddlers | Category:20th-century American guitarists | Category:20th-century American male musicians | Category:21st-centur
3193,Bernardo Mota Veiga de Carvalho e Silva,taker,success,Bernardo Silva,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Bernardo_Silva_%28Isto_%C3%89_Gozar_Com_Quem_Trabalha%2C_2024%29.png/500px-Bernardo_Silva_%28Isto_%C3%89_Gozar_Com_Quem_Trabalha%2C_2024%29.png,
49439,Germán Gustavo Denis,taker,success,Germán Denis,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Germ%C3%A1n_Denis_-_SSC_Neapel_%281%29.jpg/500px-Germ%C3%A1n_Denis_-_SSC_Neapel_%281%29.jpg,
40252,Massimo Maccarone,taker,success,Massimo Maccarone,https://upload.wikimedia.org/wikipedia/commons/1/19/Massimo_Maccarone.jpg,
40122,Oscar dos Santos Emboaba Júnior,taker,success,"Oscar (footballer, born 1991)",https://upload.wikimedia.org/wikipedia/commons/c/c5/20141118_AUTBRA_5022.jpg,
64607,Zakhele Lerato Lepasa,taker,no_image,Zakhele Lepasa,,Page exists but has no infobox image
65732,Mothobi Mvala,taker,success,Mothobi Mvala,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Mothobi_Mvala_%282023%29.jpg/500px-Mothobi_Mvala_%282023%29.jpg,
65733,Aubrey Maphosa Modiba,taker,success,Aubrey Modiba,https://upload.wikimedia.org/wikipedia/commons/7/7d/Aubrey_Modiba_%28cropped%29.jpg,
66886,Mostafa Mohamed Ahmed Abdallah,taker,success,Mostafa Mohamed (footballer),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Mostafa_Mohamed.jpg/500px-Mostafa_Mohamed.jpg,
38524,Hiroshi Kiyotake,taker,success,Hiroshi Kiyotake,https://upload.wikimedia.org/wikipedia/commons/2/2b/Kiyotake_Hiroshi.jpg,
38641,Diego Armando Maradona,taker,success,Diego Maradona,https://upload.wikimedia.org/wikipedia/commons/4/48/Argentina_celebrando_copa_%28cropped%29.jpg,
33234,Georges Mikautadze,taker,success,Georges Mikautadze,https://upload.wikimedia.org/wikipedia/commons/6/60/Mikautadze_asse_ol_2425.png,
36770,Mauricio Ricardo Pinilla Ferreira,taker,not_a_footballer,ESPN (Latin America),,Categories: Category:All articles needing additional references | Category:Articles needing additional references from October 2021 | Category:Articles with short description | Category:CS1 European Spanish-langu
28559,Enner Remberto Valencia Lastra,taker,success,Enner Valencia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Enner_Valencia_CONTINUACI%C3%93N_DE_LA_SESI%C3%93N_N.%C2%BA_056_DEL_PLENO_DE_LA_ASAMBLEA_NACIONAL._ECUADOR%2C_09_DE_DICIEMBRE_DE_2025_%28cropped%29.jpg/500px-Enner_Valencia_CONTINUACI%C3%93N_DE_LA_SESI%C3%93N_N.%C2%BA_056_DEL_PLENO_DE_LA_ASAMBLEA_NACIONAL._ECUADOR%2C_09_DE_DICIEMBRE_DE_2025_%28cropped%29.jpg,
28268,Exequiel Alejandro Palacios,taker,no_image,Exequiel Palacios,,Page exists but has no infobox image
3478,Francesc Fàbregas i Soler,taker,no_search_results,,,Wikipedia returned 0 results
3457,Michy Batshuayi Tunga,taker,no_search_results,,,Wikipedia returned 0 results
7044,Patrik Schick,taker,no_search_results,,,Wikipedia returned 0 results
7294,Yoane Wissa,taker,no_search_results,,,Wikipedia returned 0 results
7173,Leonardo Bonucci,taker,no_search_results,,,Wikipedia returned 0 results
7170,Simone Verdi,taker,no_search_results,,,Wikipedia returned 0 results
7367,Grejohn Kyei,taker,no_search_results,,,Wikipedia returned 0 results
4913,Bojan Krkíc Pérez,taker,no_search_results,,,Wikipedia returned 0 results
5174,Sergei Ignashevich,taker,no_search_results,,,Wikipedia returned 0 results
7615,Abdul Majeed Waris,taker,no_search_results,,,Wikipedia returned 0 results
7777,Federico Bernardeschi,taker,no_search_results,,,Wikipedia returned 0 results
8575,Salomon Armand Magloire Kalou,taker,no_search_results,,,Wikipedia returned 0 results
8644,Sergio Pellissier,taker,no_search_results,,,Wikipedia returned 0 results
8895,Pierre-Michel Lasogga,taker,no_search_results,,,Wikipedia returned 0 results
4275,Ross Barkley,taker,no_search_results,,,Wikipedia returned 0 results
8218,Arjen Robben,taker,no_search_results,,,Wikipedia returned 0 results
5195,Artem Dzyuba,taker,no_search_results,,,Wikipedia returned 0 results
5194,Fyodor Smolov,taker,no_search_results,,,Wikipedia returned 0 results
8966,Kai Havertz,taker,no_search_results,,,Wikipedia returned 0 results
8243,Daniel Didavi,taker,no_search_results,,,Wikipedia returned 0 results
4041,José Salomón Rondón Giménez,taker,no_search_results,,,Wikipedia returned 0 results
13613,Daniel Ciofani,taker,no_search_results,,,Wikipedia returned 0 results
16532,Daniel Olmo Carvajal,taker,no_search_results,,,Wikipedia returned 0 results
3604,Olivier Giroud,taker,no_search_results,,,Wikipedia returned 0 results
3625,Sofiane Boufal,taker,no_search_results,,,Wikipedia returned 0 results
19846,Antonio Di Natale,taker,no_search_results,,,Wikipedia returned 0 results
